====== Unix Operating System Level, Disk Use, and Application by Model ======

Prepared on Mon Jun 22 01:00:00 CDT 2015 Total Unix Servers => 210


<html>
<head>
<script type=text/javascript src=https://www.google.com/jsapi></script>
<script type=text/javascript>
google.load('visualization', '1.0', {'packages':['corechart']});
google.setOnLoadCallback(drawChart);
function drawChart() {
var data = new google.visualization.DataTable();
data.addColumn('string', 'Usage');
data.addColumn('number', 'Terabytes');
data.addRows([
['AIX 5.3 Unsupported', 7],
['AIX 6.1 Supported', 24],
['AIX 7.1 Supported', 124],
['HPUX', 2],
['RedHat 5', 1],
['RedHat 6', 14],
['SuSE', 1],
['VIOS Supported', 37],
['Solaris', 0],
['Other Unix', 1]
]);
var options = {'title':'OS Levels',
'width':800,
'height':600,
colors:['#FF0000', '#33FF99', '#33CC33', '#6600FF', '#3333FF', '#3366FF', '#33FFFF', '#669933', '#FFFF33', '#FF00CC']};
var chart = new google.visualization.PieChart(document.getElementById('chart_div'));
chart.draw(data, options);
}
</script>
</head>
<body>
<!--Div that will hold the pie chart-->
<div id=chart_div></div>
</body>
</html>

^Server Name^OS^Operating System Level^Netbios/Firmware ^Allocated^Free^Used^% Free^Model^Serial/Part Number^Type^MHz^# Proc^Memory^OV Rel^Function^App^Description^Location^HMC^Public IP^Mac Address^Private IP^Fibre WWN^
|taprvio7|VIOS|2.2.2.1|EA350_136|47|34|12|73%| IBM,7998-61X|0614BEA| PowerPC_POWER6| 4005 MHz|4| 4096 MB|11.05.005|IBM/VIOS|VIOS|VIO UNIX Infrastructure Server|Lincolnshire|No HMC|10.0.4.17|e4.1f.13.e.a.7c| N/A|fcs2>2100001B321AF757 fcs3>2101001B323AF757 fcs0>2100001B3208FFA7 fcs1>2101001B3228FFA7 |
|deerap01|AIX|7100-03-04-1441|EA350_136|36|21|14|58%| IBM,7998-61X|0614BEA| PowerPC_POWER6| 4005 MHz|4| 9216 MB|11.05.005|Development|SAP C11|C11 SAP ERP App Server (Dev env for TA2)|Lincolnshire| taprvio7|10.32.50.36|16.7.69.3e.78.4| N/A|No Fibre |
|taitc108|AIX|7100-02-01-1245|EA350_149|331|182|149|55%| IBM,7998-61X|0614BFA| PowerPC_POWER6| 4005 MHz|4| 12288 MB|11.05.005|Sandbox|SAP SRM Sandbox, Oracle DB Server|Global SAP SRM Sandbox Oracle DB Server|Lincolnshire| taprvio8|10.0.48.51|6.c3.5e.13.66.4| N/A|No Fibre |
|taprvio8|VIOS|2.2.2.1|EA350_149|50|36|14|71%| IBM,7998-61X|0614BFA| PowerPC_POWER6| 4005 MHz|4| 4096 MB|11.05.005|IBM/VIOS|VIOS|VIO UNIX Infrastructure Server|Lincolnshire|No HMC|10.0.4.18|e4.1f.13.14.27.f0| N/A|fcs2>2100001B321AB657 fcs3>2101001B323AB657 fcs0>2100001B3208D3A8 fcs1>2101001B3228D3A8 |
|dagi3p01|AIX|6100-07-05-1228|EA350_149|80|29|50|37%| IBM,7998-61X|0614BFA| PowerPC_POWER6| 4005 MHz|4| 5120 MB|11.05.005|Development|Global GIS DSBI|Global GIS Development EDI App Server |Lincolnshire| taprvio8|10.0.48.191|6.c3.5a.85.27.4| N/A|No Fibre |
|tgdvetl1|AIX|7100-02-02-1316|EA350_074|434|231|202|53%| IBM,7998-61X|0614C0A| PowerPC_POWER6| 4005 MHz|1| 9216 MB|11.05.005|Development|IBM Datastage Information Server|DataStage Application Server|Lincolnshire| taprvio14|10.0.48.165|9a.be.3f.6b.e7.4| N/A|No Fibre |
|taprvio14|VIOS|2.2.2.1|EA350_074|48|36|11|75%| IBM,7998-61X|0614C0A| PowerPC_POWER6| 4005 MHz|4| 4096 MB|11.05.005|IBM/VIOS|VIOS|Bladecentre 2 - blade 7 - taprvio14|Lincolnshire|No HMC|10.0.4.44|0.1a.64.47.f2.9c| N/A|fcs2>2100001B321A0758 fcs3>2101001B323A0758 fcs0>2100001B320872AB fcs1>2101001B322872AB |
|dahydb01|AIX|7100-03-02-1412|EA350_074|525|311|214|59%| IBM,7998-61X|0614C0A| PowerPC_POWER6| 4005 MHz|4| 8192 MB|11.05.005|Development|Hyperion Oracle DB Server DHYP,THYP,SHYP|Hyperion Oracle DB Dev/Test/Sand Server|Lincolnshire| taprvio14|10.0.48.32|9a.be.31.1d.da.4| N/A|No Fibre |
|daap3p01|AIX|7100-03-04-1441|EA350_136|41|26|14|65%| IBM,7998-61X|062C6FA| PowerPC_POWER6| 4005 MHz|4| 4096 MB|11.05.005|Development|EDI Gentran, Autosys, ConnectDirect|CTA Gentran EDI,Autosys, ConnectDirect|Lincolnshire| taprvio15|10.0.48.198|a6.7f.33.8c.f3.4| N/A|No Fibre |
|taprvio15|VIOS|2.2.2.1|EA350_136|47|30|17|63%| IBM,7998-61X|062C6FA| PowerPC_POWER6| 4005 MHz|4| 4096 MB|11.05.005|IBM/VIOS|VIOS|VIO UNIX Infrastructure Server|Lincolnshire|No HMC|10.0.4.19|0.1a.64.46.19.c2| N/A|fcs2>2100001B3215E24E fcs3>2101001B3235E24E fcs0>2100001B321CC437 fcs1>2101001B323CC437 |
