|2014-11-08| 2.09613| 0.00513672| 0.00513672|2.09099328| 23.5902| 23.5677| 23.5704|.0225|
|2014-11-09| 2.09613| 0.00513672| 0.00513672|2.09099328| 23.5902| 23.5677| 23.5704|.0225|
|2014-11-10| 2.09613| 0.00513672| 0.00513672|2.09099328| 23.5902| 23.5677| 23.5704|.0225|
|2014-11-11| 2.09613| 0.00513672| 0.00513672|2.09099328| 23.5902| 23.5677| 23.5704|.0225|
|2014-11-11| 2.09613| 0.00513672| 0.00513672|2.09099328| 23.5902| 23.5677| 23.5704|.0225|
|2014-11-12| 2.09613| 0.00513672| 0.00513672|2.09099328| 23.5902| 23.5677| 23.5704|.0225|
|2014-11-13| 2.09613| 0.00513672| 0.00513672|2.09099328| 23.5902| 23.5677| 23.5704|.0225|
|2014-11-14| 2.09613| 1.13796| 0.0239727|0.95817| 23.5902| 23.5677| 23.5704|.0225|
|2014-11-15|||||0|0|0|0|
|2014-11-16|||||0|0|0|0|
|2014-11-17|||||0|0|0|0|
|2014-11-18|||||0|0|0|0|
|2014-11-19|||||0|0|0|0|
|2014-11-20|||||0|0|0|0|
|2014-11-21|||||0|0|0|0|
|2014-11-22| 2.09613| 1.13796| 0.0239727|0.95817| 23.5902| 23.5677| 23.5704|.0225|
|2014-11-23| 2.09613| 1.13796| 0.0239727|0.95817| 23.5902| 23.5677| 23.5704|.0225|
|2014-11-24| 2.09613| 1.13796| 0.0239727|0.95817| 23.5902| 23.5677| 23.5704|.0225|
|2014-11-25| 2.09613| 1.13796| 0.0239727|0.95817| 23.5902| 23.5677| 23.5704|.0225|
|2014-11-26| 2.09613| 1.13796| 0.0239727|0.95817| 23.5902| 23.5677| 23.5704|.0225|
|2014-11-27| 2.09613| 1.13796| 0.0239727|0.95817| 23.5902| 23.5677| 23.5704|.0225|
|2014-11-28| 2.09613| 1.13796| 0.0239727|0.95817| 23.5902| 23.5677| 23.5704|.0225|
|2014-11-29| 2.09613| 1.13796| 0.0239727|0.95817| 23.5902| 23.5677| 23.5704|.0225|
