|2015-02-16|||||0|0|0|0|
|2015-02-16| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-02-17| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-02-18| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-02-19| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-02-20| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-02-21| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-02-22| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-02-23| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-02-24| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-02-25| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-02-26| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-02-27| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-02-28| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-03-01| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-03-02| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-03-03| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-03-04| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-03-05| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-03-06| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-03-07| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-03-08| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-03-09| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-03-10| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-03-11| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-03-12| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-03-13| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-03-14| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-03-15| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-03-16| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-03-17| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-03-18| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-03-19| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-03-20| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-03-21| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-03-22| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
|2015-03-23| 4.19225| 2.27323| 0.0452539|1.91902| 12.8432| 12.2935| 12.2935|.5497|
